Marca temporal,A quin centre educatiu estàs?,A quin curs vas?,Curs processat,Gènere?,El cervell...,El context...,Els automatismes del cervell...,El cervell humà...,Els anuncis publicitaris...,la informació que consumim i la manera en que parlem...,La discriminació...,Penses que el coneixement científic ajuda a combatre situacions de discriminació?,M'agraden les ciències,considero,Veig la utilitat de la ciència en els nostres problemes del dia a dia,T'ha agradat el taller?,"Si us plau, comenta si hi ha alguna cosa que t'ha agradat molt o alguna que no t'ha agradat gens",Mitjana,Bona nota
28/02/2023 10:31:07,Escola Pia Balaguer,4t ESO,3r-4t ESO,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per analitzar millor les coses,fomenten que es consumeixi informació variada,Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,Si,Si,10,Ma agradat que aquest taller sigui tant dinamics I que hi hagi molts experiments ,"0,5714285714",Mala nota
28/02/2023 10:31:25,Escola Pia Balaguer,4t ESO,3r-4t ESO,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,són ràpids,crea automatismes per analitzar millor les coses,fomenten que es consumeixi informació variada,Condicionen la manera en la que veiem el món,que tingui un origen evolutiu no justifica la seva existència,Si,Si,Si,Si,10,Good vibes,"0,4285714286",Mala nota
28/02/2023 10:31:36,Escola Pia Balaguer,4t ESO,3r-4t ESO,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,poden generar situacions de discriminació,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,Molt bon taller!,"0,7142857143",Bona nota
17/01/2023 17:13:40,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,8,M'ha agradat,1,Bona nota
17/01/2023 17:13:55,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,interpreta la realitat tal com és,pot ser determinat per la societat i la cultura,poden generar situacions de discriminació,crea automatismes per analitzar millor les coses,fomenten que es consumeixi informació variada,Només afecten si estan a les xarxes socials,totes les anteriors són certes,Si,Si,Si,Si,10,Tot molt bé gràcies!,"0,2857142857",Mala nota
17/01/2023 17:14:00,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,10,Molt propers al públic ,1,Bona nota
17/01/2023 17:14:04,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,estan pensats per la supervivència,crea automatismes per analitzar millor les coses,"actuen sobre el circuit de la serotonina, generant felicitat a llarg termini",Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,Si,Si,8,La interactivitat ha estat molt bé ,"0,4285714286",Mala nota
17/01/2023 17:14:10,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,estan pensats per la supervivència,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,Si,Si,10,tot perfecte,"0,7142857143",Bona nota
17/01/2023 17:14:11,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,9,crec que en general tot el taller ha estat molt bé,1,Bona nota
17/01/2023 17:14:18,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,"actuen sobre el circuit de la serotonina, generant felicitat a llarg termini",Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,10,"la explicació super clara i dinàmica, un 10","0,8571428571",Bona nota
17/01/2023 17:14:20,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,9,destaco res perque tot ha estat a un gran nivell,1,Bona nota
17/01/2023 17:14:26,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,10,M’ha agradat molt que poguéssim participar tant.,1,Bona nota
17/01/2023 17:14:27,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Depen de com ho rebi la gent,Si,Si,Si,9,Que ens mostri els resultats de la prova del racisme,1,Bona nota
17/01/2023 17:14:34,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",només té sentit al avaluar il·lusions òptiques,totes les anteriors són correctes,crea automatismes per analitzar millor les coses,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,No,Si,Si,Si,8,M’ha semblat atractiva la presentació,"0,5714285714",Mala nota
17/01/2023 17:14:34,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,10,La el eyetraker,1,Bona nota
17/01/2023 17:14:34,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,no crea automatismes,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,la manera de explicar y dirigir la clase ,"0,7142857143",Bona nota
17/01/2023 17:14:46,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,10,ha estat un bon taller interactiu i entretingut,1,Bona nota
17/01/2023 17:14:51,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,No,Si,Si,Si,9,"S’expliquen molt bé, i no és avorrit. He après molt.",1,Bona nota
17/01/2023 17:14:55,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,interpreta la realitat tal com és,és irrellevant a l'hora d'analitzar una situació quotidiana,estan pensats per la supervivència,crea automatismes per analitzar millor les coses,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,Si,Si,10,M’ha agradat molt la manera que han fet el taller i sobretot que transmeten i donen moltes ganes de participar,"0,2857142857",Mala nota
17/01/2023 17:15:18,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,estan pensats per la supervivència,crea automatismes per analitzar millor les coses,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,Si,Si,9,la participacio i la interaccio amb els alumnes fa que es faci molt entretingut,"0,5714285714",Mala nota
17/01/2023 17:15:32,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,"actuen sobre el circuit de la serotonina, generant felicitat a llarg termini",Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,Si,Si,10,m’agradar molt el joc on teníem que definir a una persona sense saber q en realitat era la mateixa però amb roba diferent ,"0,7142857143",Bona nota
17/01/2023 17:15:39,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,totes les anterior són certes,pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,No,"No, no m'agraden",Si,9,M'ha agradat la actitud dels nois del taller,"0,8571428571",Bona nota
17/01/2023 17:15:54,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Només afecten si estan a les xarxes socials,totes les anteriors són certes,Si,Si,Si,Si,10,M'agradat tota l'explicació ha estat perfecte,"0,8571428571",Bona nota
17/01/2023 17:15:54,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,és totalment diferent al cervell d'altres mamífers,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,No,8,La meva companya de darrere es molt lletxa,"0,8571428571",Bona nota
17/01/2023 17:17:36,Maristes Champagnat,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per analitzar millor les coses,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,9,Mha agradat molt que hagin fet experiments amb nosaltres,"0,8571428571",Bona nota
17/01/2023 17:20:34,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,totes les anteriors són certes,Si,Si,Si,Si,10,M'ha agradat molt. La participació de nosaltres els alumnes ha estat el millor. Recomano molt aquest taller. ,1,Bona nota
17/01/2023 17:25:17,Maristes Champagnat,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,totes les anteriors són correctes,crea automatismes per anar més ràpid,fomenten que es consumeixi informació variada,Condicionen la manera en la que veiem el món,que tingui un origen evolutiu no justifica la seva existència,Si,Si,Si,Si,10,esta tot perfecr,"0,7142857143",Bona nota
13/03/2023 12:35:20,Adella de Trenquelleon,3r ESO,3r-4t ESO,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,"i aquest sempre és positiu, mai negatiu","estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,Si,Si,10,Tot m’agradat,"0,7142857143",Bona nota
13/03/2023 12:35:42,Adella de Trenquelleon,3r ESO,3r-4t ESO,Masculí,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,només a través del condicionament clàssic,mitjançant càstigs quan fas una cosa incorrecte,"i aquest sempre és positiu, mai negatiu","fer tasques senzilles, tenint en compte les teves habilitats actuals",No,No,"No, no m'agraden",No,10,Tirar la pilota,"0,4285714286",Mala nota
13/03/2023 12:36:30,Adella de Trenquelleon,3r ESO,3r-4t ESO,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",doncs no és un ordinador que només processa informació del exterior,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,Ha estat tot molt bé. ,1,Bona nota
